期号,日期,中奖号码,特别号码,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50
12/054,2012-05-10,"13,17,23,32,34,46",41,"17,34",3,3,3,3,0,2,1,2,1
12/053,2012-05-08,"4,9,10,17,33,34",35,"4,17",4,2,3,3,3,1,0,2,0
12/052,2012-05-05,"4,11,17,29,39,49",8,49,3,3,5,1,1,2,1,1,1
12/051,2012-05-03,"2,20,28,46,47,49",3,,2,4,2,4,1,1,1,0,3
12/050,2012-05-01,"5,17,19,26,32,33",22,"17,19,32",3,3,4,2,1,2,1,2,0
12/049,2012-04-28,"11,17,19,20,29,32",38,"11,17",4,2,4,2,0,4,1,1,0
12/048,2012-04-26,"7,10,11,17,22,30",14,17,5,1,3,3,2,2,2,0,0
12/047,2012-04-24,"1,17,28,29,31,34",45,1,2,4,4,2,1,1,2,2,0
12/046,2012-04-22,"1,3,11,21,41,42",2,41,4,2,5,1,2,1,1,0,2
12/045,2012-04-19,"5,12,13,20,37,41",23,,4,2,4,2,1,3,0,1,1
12/044,2012-04-17,"6,7,17,19,35,46",4,19,4,2,4,2,2,2,0,1,1
12/043,2012-04-14,"3,15,19,20,32,40",25,,4,2,3,3,1,3,0,2,0
12/042,2012-04-12,"2,11,16,17,25,28",41,"11,16",4,2,3,3,1,3,2,0,0
12/041,2012-04-10,"4,11,16,26,42,47",6,,3,3,2,4,1,2,1,0,2
12/040,2012-04-07,"3,14,22,24,34,49",44,,4,2,2,4,1,1,2,1,1
12/039,2012-04-05,"13,15,17,18,41,45",14,,4,2,5,1,0,4,0,0,2
12/038,2012-04-03,"20,21,28,44,46,47",42,44,2,4,2,4,0,1,2,0,3
12/037,2012-03-31,"11,19,30,33,37,44",18,,2,4,4,2,0,2,1,2,1
12/036,2012-03-29,"10,16,21,28,29,31",8,,3,3,3,3,1,1,3,1,0
12/035,2012-03-27,"2,7,17,25,30,43",38,43,3,3,4,2,2,1,2,0,1
12/034,2012-03-24,"3,23,32,35,43,49",34,"35,49",2,4,5,1,1,0,1,2,2
12/033,2012-03-22,"2,35,38,47,48,49",41,,1,5,3,3,1,0,0,2,3
12/032,2012-03-20,"11,13,18,29,44,46",37,"13,18",3,3,3,3,0,3,1,0,2
12/031,2012-03-17,"4,6,13,18,23,45",15,4,5,1,3,3,2,2,1,0,1
12/030,2012-03-15,"4,28,31,34,48,49",6,48,1,5,2,4,1,0,1,2,2
12/029,2012-03-13,"7,8,26,43,47,48",12,48,2,4,3,3,2,0,1,0,3
12/028,2012-03-11,"10,23,33,39,42,48",34,,2,4,3,3,1,0,1,2,2
12/027,2012-03-08,"3,5,9,17,35,36",43,"3,36",4,2,5,1,3,1,0,2,0
12/026,2012-03-06,"3,7,28,31,33,36",32,"3,28",2,4,4,2,2,0,1,3,0
12/025,2012-03-03,"1,3,4,8,21,28",5,,5,1,3,3,4,0,2,0,0
12/024,2012-03-01,"25,30,31,34,40,47",13,,0,6,3,3,0,0,2,3,1
12/023,2012-02-28,"8,9,24,28,37,49",47,"24,49",3,3,3,3,2,0,2,1,1
12/022,2012-02-25,"12,14,24,26,27,49",22,,3,3,2,4,0,2,3,0,1
12/021,2012-02-23,"1,5,15,22,43,47",37,"1,15",4,2,5,1,2,1,1,0,2
12/020,2012-02-21,"1,11,12,15,35,49",17,12,4,2,5,1,1,3,0,1,1
12/019,2012-02-18,"5,12,16,17,41,46",15,12,4,2,3,3,1,3,0,0,2
12/018,2012-02-16,"4,12,18,25,42,44",8,,3,3,1,5,1,2,1,0,2
12/017,2012-02-14,"10,14,21,37,39,49",25,39,3,3,4,2,1,1,1,2,1
12/016,2012-02-12,"7,9,33,34,39,41",48,"33,34,41",2,4,5,1,2,0,0,3,1
12/015,2012-02-09,"3,12,20,33,34,41",43,"34,41",3,3,3,3,1,2,0,2,1
12/014,2012-02-07,"11,16,30,34,41,45",47,16,2,4,3,3,0,2,1,1,2
12/013,2012-02-04,"6,12,16,20,27,38",7,"20,38",4,2,1,5,1,3,1,1,0
12/012,2012-02-02,"14,20,21,38,45,46",47,46,3,3,2,4,0,2,1,1,2
12/011,2012-01-31,"22,27,28,29,42,46",49,29,1,5,2,4,0,0,4,0,2
12/010,2012-01-26,"3,10,11,17,29,34",15,"10,34",4,2,4,2,2,2,1,1,0
12/009,2012-01-22,"10,14,18,20,34,47",41,"14,18",4,2,1,5,1,3,0,1,1
12/008,2012-01-19,"1,2,14,18,25,39",31,,4,2,3,3,2,2,1,1,0
12/007,2012-01-17,"16,23,24,35,36,44",1,"24,36",3,3,2,4,0,1,2,2,1
12/006,2012-01-14,"10,13,20,24,29,36",14,36,4,2,2,4,1,2,2,1,0
12/005,2012-01-12,"15,27,32,36,44,48",47,32,1,5,2,4,0,1,1,2,2
12/004,2012-01-10,"3,20,26,31,32,35",12,"3,31,32,35",2,4,3,3,1,1,1,3,0
12/003,2012-01-07,"3,7,10,31,32,35",30,,3,3,4,2,3,0,0,3,0
12/002,2012-01-05,"9,11,33,43,46,48",2,,2,4,4,2,1,1,0,1,3
12/001,2012-01-03,"5,12,31,34,37,45",10,,2,4,4,2,1,1,0,3,1
11/154,2011-12-31,"2,3,27,40,44,49",38,,2,4,3,3,2,0,1,1,2
11/153,2011-12-29,"7,10,21,23,29,39",1,,4,2,5,1,2,0,3,1,0
11/152,2011-12-26,"8,30,31,37,38,48",5,,1,5,2,4,1,0,1,3,1
11/151,2011-12-24,"1,4,17,24,27,43",41,,4,2,4,2,2,1,2,0,1
11/150,2011-12-22,"5,16,18,28,37,49",24,"37,49",3,3,3,3,1,2,1,1,1
11/149,2011-12-20,"26,29,31,37,43,49",2,,0,6,5,1,0,0,2,2,2
11/148,2011-12-18,"1,2,23,35,38,46",5,,3,3,3,3,2,0,1,2,1
11/147,2011-12-15,"9,21,29,34,43,47",32,,2,4,5,1,1,0,2,1,2
11/146,2011-12-13,"3,25,32,36,38,40",31,"3,25",1,5,2,4,1,0,1,4,0
11/145,2011-12-10,"3,14,21,25,27,42",34,,3,3,4,2,1,1,3,0,1
11/144,2011-12-08,"5,20,22,28,36,48",1,5,3,3,1,5,1,1,2,1,1
11/143,2011-12-06,"1,2,5,6,11,43",25,2,5,1,4,2,4,1,0,0,1
11/142,2011-12-03,"2,3,9,18,23,37",31,3,5,1,4,2,3,1,1,1,0
11/141,2011-12-01,"1,3,8,22,28,33",5,3,4,2,3,3,3,0,2,1,0
11/140,2011-11-29,"3,6,13,37,40,42",29,42,3,3,3,3,2,1,0,2,1
11/139,2011-11-26,"4,22,33,39,42,47",14,,2,4,3,3,1,0,1,2,2
11/138,2011-11-24,"3,5,19,35,38,41",32,,3,3,5,1,2,1,0,2,1
11/137,2011-11-22,"7,21,24,31,43,47",5,47,3,3,5,1,1,0,2,1,2
11/136,2011-11-19,"10,12,13,14,22,47",21,,5,1,2,4,1,3,1,0,1
11/135,2011-11-17,"3,6,23,24,42,44",35,,4,2,2,4,2,0,2,0,2
11/134,2011-11-15,"7,11,14,25,26,30",29,,3,3,3,3,1,2,3,0,0
11/133,2011-11-12,"10,17,29,33,42,48",35,,2,4,3,3,1,1,1,1,2
11/132,2011-11-10,"4,7,9,20,37,49",33,,4,2,4,2,3,1,0,1,1
11/131,2011-11-08,"2,23,30,34,40,42",48,34,2,4,1,5,1,0,2,2,1
11/130,2011-11-06,"1,3,7,11,16,34",49,"1,3,34",5,1,4,2,3,2,0,1,0
11/129,2011-11-03,"1,3,21,34,41,44",43,"21,44",3,3,4,2,2,0,1,1,2
11/128,2011-11-01,"8,15,19,21,24,44",10,15,5,1,3,3,1,2,2,0,1
11/127,2011-10-29,"5,12,15,17,18,39",47,,5,1,4,2,1,4,0,1,0
11/126,2011-10-27,"1,9,22,43,46,48",49,22,3,3,3,3,2,0,1,0,3
11/125,2011-10-25,"17,22,26,27,29,35",44,26,2,4,4,2,0,1,4,1,0
11/124,2011-10-22,"1,11,18,20,26,30",47,,4,2,2,4,1,3,2,0,0
11/123,2011-10-20,"2,16,23,32,34,35",40,23,3,3,2,4,1,1,1,3,0
11/122,2011-10-18,"4,9,23,37,47,48",14,37,3,3,4,2,2,0,1,1,2
11/121,2011-10-15,"11,24,28,37,41,43",13,28,2,4,4,2,0,1,2,1,2
11/120,2011-10-13,"2,8,28,30,33,40",23,"2,33",2,4,1,5,2,0,2,2,0
11/119,2011-10-11,"2,6,22,25,33,39",46,,3,3,3,3,2,0,2,2,0
11/118,2011-10-08,"4,8,24,26,37,41",33,"4,37",3,3,2,4,2,0,2,1,1
11/117,2011-10-04,"1,4,9,15,37,39",47,"9,37",4,2,5,1,3,1,0,2,0
11/116,2011-10-02,"9,14,22,37,41,45",5,"22,37",3,3,4,2,1,1,1,1,2
11/115,2011-09-27,"4,22,23,37,40,49",13,40,3,3,3,3,1,0,2,2,1
11/114,2011-09-24,"6,16,18,28,34,40",38,,3,3,0,6,1,2,1,2,0
11/113,2011-09-22,"8,10,19,27,39,44",6,"10,27",3,3,3,3,2,1,1,1,1
11/112,2011-09-20,"10,27,33,40,47,48",13,,1,5,3,3,1,0,1,2,2
11/111,2011-09-17,"6,12,14,25,35,43",42,,3,3,3,3,1,2,1,1,1
11/110,2011-09-15,"5,7,13,29,41,49",25,13,3,3,6,0,2,1,1,0,2
11/109,2011-09-13,"11,13,16,19,28,46",22,19,4,2,3,3,0,4,1,0,1
11/108,2011-09-10,"15,19,36,44,45,49",16,44,2,4,4,2,0,2,0,1,3
11/107,2011-09-08,"14,18,22,30,39,44",32,44,3,3,1,5,0,2,2,1,1
11/106,2011-09-06,"1,4,7,21,23,44",17,"4,21",5,1,4,2,3,0,2,0,1
11/105,2011-09-04,"4,18,21,22,39,46",29,,4,2,2,4,1,1,2,1,1
11/104,2011-09-02,"2,29,33,34,44,49",42,49,1,5,3,3,1,0,1,2,2
11/103,2011-08-30,"9,15,24,46,48,49",6,9,3,3,3,3,1,1,1,0,3
11/102,2011-08-27,"9,10,19,27,29,45",30,10,3,3,5,1,2,1,2,0,1
11/101,2011-08-25,"6,10,17,20,25,28",2,25,4,2,2,4,2,2,2,0,0
11/100,2011-08-23,"11,24,25,36,41,45",40,,2,4,4,2,0,1,2,1,2
11/099,2011-08-20,"13,15,17,23,26,47",1,17,4,2,5,1,0,3,2,0,1
11/098,2011-08-18,"5,14,17,43,45,49",12,5,3,3,5,1,1,2,0,0,3
11/097,2011-08-16,"5,8,9,10,22,38",7,,5,1,2,4,4,0,1,1,0
11/096,2011-08-13,"11,18,23,31,37,49",10,37,3,3,5,1,0,2,1,2,1
11/095,2011-08-11,"4,6,7,25,35,37",48,"6,25",3,3,4,2,3,0,1,2,0
11/094,2011-08-09,"5,6,11,25,45,48",34,45,3,3,4,2,2,1,1,0,2
11/093,2011-08-06,"9,30,31,34,42,45",24,34,1,5,3,3,1,0,1,2,2
11/092,2011-08-04,"2,11,25,32,34,39",31,"11,25",2,4,3,3,1,1,1,3,0
11/091,2011-08-02,"11,14,21,24,25,47",36,47,4,2,4,2,0,2,3,0,1
11/090,2011-07-30,"6,29,44,45,46,47",30,47,1,5,3,3,1,0,1,0,4
11/089,2011-07-28,"11,21,30,36,42,47",34,,2,4,3,3,0,1,2,1,2
11/088,2011-07-26,"15,25,26,34,35,41",10,,1,5,4,2,0,1,2,2,1
11/087,2011-07-24,"7,8,27,29,37,48",21,,2,4,4,2,2,0,2,1,1
11/086,2011-07-21,"6,18,26,28,30,49",22,,2,4,1,5,1,1,3,0,1
11/085,2011-07-19,"3,10,31,40,41,43",20,31,2,4,4,2,2,0,0,2,2
11/084,2011-07-16,"11,17,20,31,48,49",35,"11,48",3,3,4,2,0,3,0,1,2
11/083,2011-07-14,"11,13,33,37,45,48",36,"33,45",2,4,5,1,0,2,0,2,2
11/082,2011-07-12,"16,18,28,33,41,45",29,,2,4,3,3,0,2,1,1,2
11/081,2011-07-09,"1,10,11,13,42,48",15,10,4,2,3,3,2,2,0,0,2
11/080,2011-07-07,"10,14,29,35,40,46",30,,2,4,2,4,1,1,1,2,1
11/079,2011-07-05,"9,16,22,28,30,32",37,,3,3,1,5,1,1,3,1,0
11/078,2011-07-02,"5,13,31,33,34,35",27,,2,4,5,1,1,1,0,4,0
11/077,2011-06-30,"10,20,40,46,48,49",13,,2,4,1,5,1,1,0,1,3
11/076,2011-06-28,"4,15,17,43,45,47",38,"4,45",3,3,5,1,1,2,0,0,3
11/075,2011-06-25,"4,23,24,30,34,45",19,,3,3,2,4,1,0,3,1,1
11/074,2011-06-23,"2,15,27,32,43,49",42,32,2,4,4,2,1,1,1,1,2
11/073,2011-06-21,"9,10,16,21,32,47",38,16,4,2,3,3,2,1,1,1,1
11/072,2011-06-18,"14,16,38,44,48,49",39,"44,48",2,4,1,5,0,2,0,1,3
11/071,2011-06-16,"4,12,26,44,47,48",2,"12,48",2,4,1,5,1,1,1,0,3
11/070,2011-06-14,"12,13,19,22,39,48",46,13,4,2,3,3,0,3,1,1,1
11/069,2011-06-12,"1,4,13,17,35,44",22,,4,2,4,2,2,2,0,1,1
11/068,2011-06-09,"3,5,6,15,39,42",35,42,4,2,4,2,3,1,0,1,1
11/067,2011-06-07,"22,24,33,36,42,49",38,"33,36,49",2,4,2,4,0,0,2,2,2
11/066,2011-06-04,"7,8,33,36,46,49",18,7,2,4,3,3,2,0,0,2,2
11/065,2011-06-02,"2,7,18,23,39,47",17,39,4,2,4,2,2,1,1,1,1
11/064,2011-05-31,"1,4,10,24,30,39",8,,4,2,2,4,3,0,2,1,0
11/063,2011-05-28,"7,13,34,38,43,44",10,44,2,4,3,3,1,1,0,2,2
11/062,2011-05-26,"5,6,22,37,44,48",23,48,3,3,2,4,2,0,1,1,2
11/061,2011-05-24,"11,20,31,33,39,48",4,,2,4,4,2,0,2,0,3,1
11/060,2011-05-22,"15,17,22,36,45,47",35,15,3,3,4,2,0,2,1,1,2
11/059,2011-05-20,"13,15,18,30,32,48",8,,3,3,2,4,0,3,1,1,1
11/058,2011-05-17,"12,14,27,35,46,49",31,35,2,4,3,3,0,2,1,1,2
11/057,2011-05-14,"4,10,15,22,33,35",48,4,4,2,3,3,2,1,1,2,0
11/056,2011-05-12,"4,9,25,28,39,45",30,39,2,4,4,2,2,0,2,1,1
11/055,2011-05-08,"10,14,26,29,39,41",6,,2,4,3,3,1,1,2,1,1
11/054,2011-05-05,"5,6,15,20,32,48",22,,4,2,2,4,2,2,0,1,1
11/053,2011-05-03,"2,3,13,23,34,38",5,"23,34",4,2,3,3,2,1,1,2,0
11/052,2011-04-30,"9,10,23,29,30,34",36,30,3,3,3,3,2,0,3,1,0
11/051,2011-04-28,"1,6,15,30,33,49",3,"15,30,49",3,3,4,2,2,1,1,1,1
11/050,2011-04-26,"11,15,25,29,30,49",47,30,2,4,5,1,0,2,3,0,1
11/049,2011-04-23,"2,4,26,30,31,43",38,26,2,4,2,4,2,0,2,1,1
11/048,2011-04-21,"1,6,9,10,22,26",35,"1,22",5,1,2,4,4,0,2,0,0
11/047,2011-04-19,"1,8,18,20,22,46",28,1,5,1,1,5,2,2,1,0,1
11/046,2011-04-16,"1,16,17,26,31,36",45,,3,3,3,3,1,2,1,2,0
11/045,2011-04-14,"12,14,23,32,37,39",28,12,3,3,3,3,0,2,1,3,0
11/044,2011-04-12,"2,4,9,12,21,31",10,,5,1,3,3,3,1,1,1,0
11/043,2011-04-10,"6,10,24,34,37,47",12,,3,3,2,4,2,0,1,2,1
11/042,2011-04-07,"1,5,21,26,31,43",22,26,3,3,5,1,2,0,2,1,1
11/041,2011-04-05,"8,10,26,29,41,44",9,,2,4,2,4,2,0,2,0,2
11/040,2011-04-02,"3,12,15,31,36,49",11,,3,3,4,2,1,2,0,2,1
11/039,2011-03-31,"6,23,24,38,39,40",32,24,3,3,2,4,1,0,2,3,0
11/038,2011-03-29,"1,2,9,20,24,49",43,"2,20",5,1,3,3,3,1,1,0,1
11/037,2011-03-26,"2,12,20,25,31,47",29,,3,3,3,3,1,2,1,1,1
11/036,2011-03-24,"10,16,17,38,42,43",13,38,3,3,2,4,1,2,0,1,2
11/035,2011-03-22,"18,24,26,34,38,45",15,24,2,4,1,5,0,1,2,2,1
11/034,2011-03-19,"8,12,24,31,33,41",20,31,3,3,3,3,1,1,1,2,1
11/033,2011-03-17,"4,5,23,31,39,48",20,4,3,3,4,2,2,0,1,2,1
11/032,2011-03-15,"4,11,15,16,35,42",9,,4,2,3,3,1,3,0,1,1
11/031,2011-03-13,"6,14,26,27,30,43",21,6,2,4,2,4,1,1,3,0,1
11/030,2011-03-10,"2,6,21,45,46,49",28,,3,3,3,3,2,0,1,0,3
11/029,2011-03-08,"4,15,23,33,37,47",22,,3,3,5,1,1,1,1,2,1
11/028,2011-03-05,"2,7,16,25,29,34",10,,3,3,3,3,2,1,2,1,0
11/027,2011-03-03,"8,9,13,17,33,49",30,,4,2,5,1,2,2,0,1,1
11/026,2011-03-01,"4,25,30,41,43,45",29,,1,5,4,2,1,0,2,0,3
11/025,2011-02-26,"1,24,28,33,37,47",49,,2,4,4,2,1,0,2,2,1
11/024,2011-02-24,"7,26,27,29,30,41",44,,1,5,4,2,1,0,4,0,1
11/023,2011-02-22,"3,8,21,22,28,48",5,,4,2,2,4,2,0,3,0,1
11/022,2011-02-19,"13,16,18,23,34,42",40,,4,2,2,4,0,3,1,1,1
11/021,2011-02-17,"9,24,25,30,35,37",45,,2,4,4,2,1,0,3,2,0
11/020,2011-02-15,"16,17,18,27,38,41",30,,3,3,3,3,0,3,1,1,1
11/019,2011-02-13,"10,13,20,24,37,47",16,20,4,2,3,3,1,2,1,1,1
11/018,2011-02-10,"2,3,9,18,20,36",12,,5,1,2,4,3,2,0,1,0
11/017,2011-02-08,"11,21,27,28,32,34",17,27,2,4,3,3,0,1,3,2,0
11/016,2011-02-06,"1,2,16,27,31,47",19,,3,3,4,2,2,1,1,1,1
11/015,2011-02-03,"6,8,10,28,36,37",21,8,3,3,1,5,3,0,1,2,0
11/014,2011-02-01,"1,8,22,32,46,48",9,8,3,3,1,5,2,0,1,1,2
11/013,2011-01-29,"5,8,9,10,29,49",46,29,4,2,4,2,4,0,1,0,1
11/012,2011-01-27,"1,6,14,25,29,35",48,14,3,3,4,2,2,1,2,1,0
11/011,2011-01-25,"9,14,16,17,21,26",20,,5,1,3,3,1,3,2,0,0
11/010,2011-01-22,"1,15,30,39,45,49",37,30,2,4,5,1,1,1,1,1,2
11/009,2011-01-20,"5,21,28,30,37,42",48,21,2,4,3,3,1,0,3,1,1
11/008,2011-01-18,"9,15,21,31,33,41",37,31,3,3,6,0,1,1,1,2,1
11/007,2011-01-15,"13,18,29,31,32,46",2,,2,4,3,3,0,2,1,2,1
11/006,2011-01-13,"17,19,25,36,40,44",10,,2,4,3,3,0,2,1,2,1
11/005,2011-01-11,"1,2,29,37,42,48",38,,2,4,3,3,2,0,1,1,2
11/004,2011-01-08,"10,12,18,21,27,33",4,,4,2,3,3,1,2,2,1,0
11/003,2011-01-06,"4,7,14,15,19,26",43,4,5,1,3,3,2,3,1,0,0
11/002,2011-01-04,"4,9,16,20,38,39",40,"20,39",4,2,2,4,2,2,0,2,0
11/001,2011-01-02,"1,13,20,24,37,39",3,"13,20,39",4,2,4,2,1,2,1,2,0
10/152,2010-12-30,"4,13,18,20,36,39",12,36,4,2,2,4,1,3,0,2,0
10/151,2010-12-28,"8,23,28,31,36,37",12,,2,4,3,3,1,0,2,3,0
10/150,2010-12-25,"1,2,4,13,43,48",11,4,4,2,3,3,3,1,0,0,2
10/149,2010-12-22,"3,4,15,24,35,41",36,"4,41",4,2,4,2,2,1,1,1,1
10/148,2010-12-20,"4,5,12,16,18,41",7,,5,1,2,4,2,3,0,0,1
10/147,2010-12-18,"15,19,34,39,44,45",23,19,2,4,4,2,0,2,0,2,2
10/146,2010-12-16,"12,13,18,19,27,29",10,29,4,2,4,2,0,4,2,0,0
10/145,2010-12-14,"3,7,28,29,38,48",40,,2,4,3,3,2,0,2,1,1
10/144,2010-12-11,"15,18,22,24,27,30",10,,4,2,2,4,0,2,4,0,0
10/143,2010-12-09,"4,10,20,25,33,36",37,20,3,3,2,4,2,1,1,2,0
10/142,2010-12-07,"12,13,18,20,28,48",14,20,4,2,1,5,0,4,1,0,1
10/141,2010-12-05,"9,10,20,42,46,47",27,,3,3,2,4,2,1,0,0,3
10/140,2010-12-02,"6,11,17,31,40,41",34,,3,3,4,2,1,2,0,2,1
10/139,2010-11-30,"3,14,16,19,45,48",9,,4,2,3,3,1,3,0,0,2
10/138,2010-11-27,"13,17,25,26,43,44",42,17,2,4,4,2,0,2,2,0,2
10/137,2010-11-25,"17,22,28,31,39,45",8,,2,4,4,2,0,1,2,2,1
10/136,2010-11-23,"1,10,11,24,30,49",35,30,4,2,3,3,2,1,2,0,1
10/135,2010-11-20,"3,6,9,29,30,33",14,"6,30,33",3,3,4,2,3,0,2,1,0
10/134,2010-11-18,"6,20,30,33,39,47",23,"20,39",2,4,3,3,1,1,1,2,1
10/133,2010-11-16,"3,12,20,39,46,49",19,,3,3,3,3,1,2,0,1,2
10/132,2010-11-13,"7,18,21,28,47,48",35,28,3,3,3,3,1,1,2,0,2
10/131,2010-11-11,"5,6,15,28,29,43",48,"15,43",3,3,4,2,2,1,2,0,1
10/130,2010-11-09,"4,15,41,43,45,49",18,,2,4,5,1,1,1,0,0,4
10/129,2010-11-04,"5,9,25,27,33,44",17,"5,25",2,4,5,1,2,0,2,1,1
10/128,2010-11-02,"5,17,24,25,36,45",15,24,3,3,4,2,1,1,2,1,1
10/127,2010-10-30,"7,8,12,24,30,49",27,8,4,2,2,4,2,1,2,0,1
10/126,2010-10-28,"8,9,17,31,36,47",46,8,3,3,4,2,2,1,0,2,1
10/125,2010-10-26,"3,8,14,20,33,41",32,"33,41",4,2,3,3,2,2,0,1,1
10/124,2010-10-23,"1,28,33,41,42,45",8,,1,5,4,2,1,0,1,1,3
10/123,2010-10-21,"4,9,23,35,46,49",18,,3,3,4,2,2,0,1,1,2
10/122,2010-10-19,"2,20,29,38,39,43",37,29,2,4,3,3,1,1,1,2,1
10/121,2010-10-16,"1,29,30,44,45,49",41,,1,5,4,2,1,0,2,0,3
10/120,2010-10-14,"4,7,10,26,42,47",13,,3,3,2,4,3,0,1,0,2
10/119,2010-10-12,"9,13,21,24,38,46",27,,4,2,3,3,1,1,2,1,1
10/118,2010-10-09,"22,37,41,42,44,45",27,22,1,5,3,3,0,0,1,1,4
10/117,2010-10-07,"14,15,21,22,32,40",2,,4,2,2,4,0,2,2,2,0
10/116,2010-10-05,"5,6,8,16,29,31",12,16,4,2,3,3,3,1,1,1,0
10/115,2010-10-02,"7,16,17,21,27,36",6,21,4,2,4,2,1,2,2,1,0
10/114,2010-09-30,"9,18,21,22,26,29",27,,4,2,3,3,1,1,4,0,0
10/113,2010-09-28,"7,30,31,42,45,49",46,30,1,5,4,2,1,0,1,1,3
10/112,2010-09-25,"16,23,30,37,39,43",5,23,2,4,4,2,0,1,2,2,1
10/111,2010-09-21,"10,13,23,35,36,48",47,,3,3,3,3,1,1,1,2,1
10/110,2010-09-19,"12,17,19,26,33,40",25,,3,3,3,3,0,3,1,2,0
10/109,2010-09-16,"5,8,31,46,47,49",34,,2,4,4,2,2,0,0,1,3
10/108,2010-09-14,"3,4,7,22,30,39",6,39,4,2,3,3,3,0,2,1,0
10/107,2010-09-11,"10,20,24,35,36,39",12,,3,3,2,4,1,1,1,3,0
10/106,2010-09-09,"2,4,19,34,37,41",5,2,3,3,3,3,2,1,0,2,1
10/105,2010-09-07,"2,3,16,42,43,45",27,"43,45",3,3,3,3,2,1,0,0,3
10/104,2010-09-04,"17,19,25,34,43,45",47,,2,4,5,1,0,2,1,1,2
10/103,2010-09-02,"3,7,11,20,23,48",38,,5,1,4,2,2,2,1,0,1
10/102,2010-08-30,"6,16,39,40,46,49",41,"6,49",2,4,2,4,1,1,0,2,2
10/101,2010-08-28,"1,3,6,7,36,49",42,"1,7,36",4,2,4,2,4,0,0,1,1
10/100,2010-08-26,"1,7,9,10,36,44",37,9,4,2,3,3,4,0,0,1,1
10/099,2010-08-24,"6,9,11,16,25,37",45,37,4,2,4,2,2,2,1,1,0
10/098,2010-08-21,"18,21,34,37,40,49",28,,2,4,3,3,0,1,1,3,1
10/097,2010-08-19,"8,12,30,43,46,48",35,8,2,4,1,5,1,1,1,0,3
10/096,2010-08-17,"2,5,8,22,25,35",16,,4,2,3,3,3,0,2,1,0
10/095,2010-08-14,"6,12,17,34,38,46",43,"6,17",3,3,1,5,1,2,0,2,1
10/094,2010-08-12,"6,17,29,33,42,48",34,,2,4,3,3,1,1,1,1,2
10/093,2010-08-10,"5,8,12,20,30,39",23,,4,2,2,4,2,2,1,1,0
10/092,2010-08-07,"3,18,34,41,45,46",37,46,2,4,3,3,1,1,0,1,3
10/091,2010-08-05,"8,30,42,46,48,49",7,,1,5,1,5,1,0,1,0,4
10/090,2010-08-03,"9,17,26,31,35,36",42,35,2,4,4,2,1,1,1,3,0
10/089,2010-07-31,"12,28,29,33,35,37",22,12,1,5,4,2,0,1,2,3,0
10/088,2010-07-29,"12,13,38,41,44,49",22,,2,4,3,3,0,2,0,1,3
10/087,2010-07-27,"4,17,23,28,43,46",22,,3,3,3,3,1,1,2,0,2
10/086,2010-07-24,"6,15,22,25,33,42",24,,3,3,3,3,1,1,2,1,1
10/085,2010-07-20,"5,13,26,29,40,47",42,40,2,4,4,2,1,1,2,1,1
10/084,2010-07-17,"7,12,30,34,40,48",33,,2,4,1,5,1,1,1,2,1
10/083,2010-07-15,"2,10,16,18,41,44",31,2,4,2,1,5,2,2,0,0,2
10/082,2010-07-13,"2,3,5,25,43,48",24,"2,25",3,3,4,2,3,0,1,0,2
10/081,2010-07-10,"2,22,25,27,35,42",13,,2,4,3,3,1,0,3,1,1
10/080,2010-07-08,"4,16,40,43,46,47",27,46,2,4,2,4,1,1,0,1,3
10/079,2010-07-06,"14,17,21,29,42,46",49,"14,21",3,3,3,3,0,2,2,0,2
10/078,2010-07-03,"2,13,14,21,45,49",19,21,4,2,4,2,1,2,1,0,2
10/077,2010-06-29,"8,11,21,38,41,48",49,"21,41",3,3,3,3,1,1,1,1,2
10/076,2010-06-26,"7,13,15,20,21,41",2,,5,1,5,1,1,3,1,0,1
10/075,2010-06-24,"5,23,26,31,34,49",24,,2,4,4,2,1,0,2,2,1
10/074,2010-06-22,"2,4,9,20,35,40",44,"2,35",4,2,2,4,3,1,0,2,0
10/073,2010-06-19,"2,8,12,13,27,35",37,,4,2,3,3,2,2,1,1,0
10/072,2010-06-17,"5,11,15,42,45,48",14,5,3,3,4,2,1,2,0,0,3
10/071,2010-06-15,"5,10,18,21,35,49",11,21,4,2,4,2,2,1,1,1,1
10/070,2010-06-13,"2,11,19,20,21,40",43,,5,1,3,3,1,3,1,1,0
10/069,2010-06-10,"8,26,32,35,36,49",24,8,1,5,2,4,1,0,1,3,1
10/068,2010-06-08,"7,8,12,21,23,47",10,,5,1,4,2,2,1,2,0,1
10/067,2010-06-05,"9,15,30,37,38,40",1,,2,4,3,3,1,1,1,3,0
10/066,2010-06-03,"5,16,19,26,42,44",6,,3,3,2,4,1,2,1,0,2
10/065,2010-06-01,"7,11,13,24,28,46",26,,4,2,3,3,1,2,2,0,1
10/064,2010-05-29,"4,16,25,26,33,42",30,33,2,4,2,4,1,1,2,1,1
10/063,2010-05-27,"9,22,28,32,33,49",18,,2,4,3,3,1,0,2,2,1
10/062,2010-05-25,"14,18,30,40,43,46",27,18,2,4,1,5,0,2,1,1,2
10/061,2010-05-22,"12,17,18,26,29,33",41,,3,3,3,3,0,3,2,1,0
10/060,2010-05-20,"4,10,11,15,22,37",49,4,5,1,3,3,2,2,1,1,0
